id;link;disciplines;keywords;title;description;type;language;difficulty;format;duration;public;min_age;max_age;resource_image
245;https://www.merlot.org/merlot/viewMaterial.htm?id=79564;Social Sciences/Psychology/Clinical and Counseling/Abnormal and Psychopathology;century,chapters,scholars;The Many Faces of Psychological Research in the 21st Century;Edited by Jane Halonen and Stephen Davis, this e-book is sponsored by the Society for the Teaching of Psychology. Its thirteen chapters, written by leading scholars, provide a broad overview of what research agenda and approaches this new century calls for across many of psychologyâs subdisciplines.;Open (Access) Textbook;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
246;https://www.merlot.org/merlot/viewMaterial.htm?id=78643;Business/Management/Production and Oper Mgnt;students;The Plan-Do-Check-Act Cycle;Students read how the Plan-Do-Check-Act Cycle is used in problem-solving and process improvement. In an interactive exercise, students organize process improvement steps following this model.;Tutorial;English;Media;Website;30-60;['College General Ed'];18;20;
247;https://www.merlot.org/merlot/viewMaterial.htm?id=78475;Science and Technology/Information Technology/System Analysis and Design;center,information;SEL: The Software Engineering Library;The Cyber Security and Information Systems Information Analysis Center (CSIAC) is a Department of Defense (DoD)Information Analysis Center (IAC) sponsored by the Defense Technical Information Center (DTIC... Show More;Reference Material;English;Bassa;;;['Graduate School', 'Professional'];24;100;
248;https://www.merlot.org/merlot/viewMaterial.htm?id=77492;Science and Technology/Information Technology/System Analysis and Design;site contains;Risk Analysis and Management for Projects (RAMP);This site contains a wealth of information pertaining to risk analysis ... a step often overlooked in the beginning stages of a project and a leading cause of project failure. Show More;Reference Material;English;Bassa;Website;0-30;['Graduate School'];24;28;
249;https://www.merlot.org/merlot/viewMaterial.htm?id=79566;Humanities/World Languages/Multilingual Resources;languages,realia,project,web,german;REALIA Project;The REALIA Project (Rich Electronic Archive for Language Instruction Anywhere) is a searchable, web-enabled database of images for use in teaching foreign languages.According to the authors: The REALIA Project publishes faculty-reviewed media for the teaching and study of modern languages and cultures. The focus of the REALIA Project is realia: materials which convey the everyday life of different cultures. REALIA currently contains items in French, German, Japanese, Portuguese, Russian and Spanish.;Reference Material;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
250;https://www.merlot.org/merlot/viewMaterial.htm?id=78531;Science and Technology/Information Technology/IT Infrastructure/Operating Systems;systems;How Operating Systems Work;A good tutorial on how operating systems work to control a computer system.;Tutorial;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
251;https://www.merlot.org/merlot/viewMaterial.htm?id=78386;Education/TeacherEd/Teaching Methods/Social Science;story,school,museum,presidential campaign,animated;Newseum;The Newseum is an interactive museum most appropriate for high school teachers and students. The museum features several online animated exhibits including War Stories, Holocaust: The Untold Story, Pulitzer Prize-winning photographs from 1941, the cartoons of Joel Pett, a photo tour with a photojournalist, reporters and candidates on the 20th -century presidential campaign trail, the Berlin Wall, and more. One of the exhbits is called Todays... Show More;Collection;English;Media;Website;30-60;['Middle School', 'High School', 'College General Ed'];11;20;
252;https://www.merlot.org/merlot/viewMaterial.htm?id=78391;Mathematics and Statistics/Mathematics/Algebra and Number Theory/Cryptography;cryptography,DES,SSL,hash,secret key,diffie,PGP,public key,RSA,ipsec,IPsec,Diffie-Hellman;An Overview of Cryptography;A brief overview of cryptographic concepts with a number of specific examples of RSA, IPSec, AES, DES, Diffie-Hellman, and other schemes.;Tutorial;English;Media;Website;120;['College General Ed'];18;20;
253;https://www.merlot.org/merlot/viewMaterial.htm?id=78976;Business/Marketing;students,effective;The Hummer Marketing Case;This is a case study of the Hummer. It was designed to help students develop effective strategies for finding information on the internet. Questions for analysis are provided as well as links to articles about the vehicle.;Case Study;English;Medio bassa;;0-30;['College General Ed'];18;20;
254;https://www.merlot.org/merlot/viewMaterial.htm?id=78989;Science and Technology;manager;Everyday Ethics for Nurse;This is a self-contained learning module on ethics for nurses. It is designed as a CEU module. This course has been approved for 6 clock hours by the Commission on Case Manager Certification from January 1, 2006 through December 31, 2007. Since the resource was contributed to MERLOT, they have started charging. to take the course.;Online Course;English;Media;Website;60-90;['College General Ed', 'Professional'];18;100;
255;https://www.merlot.org/merlot/viewMaterial.htm?id=78878;Academic Support Services/Faculty Development/Teaching Strategies;education;Edutopia Online;Publication of the George Lucas Educational Foundation that documents and disseminates stories about exemplary practices in K-12 public education.;Collection;English;Bassa;;0-30;['Grade School', 'Middle School', 'High School'];6;18;
256;https://www.merlot.org/merlot/viewMaterial.htm?id=78826;Arts/Music/Theory and Analysis;animation,allegro;Sonata Allegro Form in Eine kleine Nachtmusik, K 525;This site contains a Flash animation analysis of Mozarts Eine Kleine Nachtmusik.;Animation;English;Bassa;Website;30-60;['College General Ed'];18;20;
257;https://www.merlot.org/merlot/viewMaterial.htm?id=78669;Academic Support Services/Faculty Development/Course and Instruction Design;assignments,evaluation;Building Online Learning Assignments with MERLOT;A PowerPoint session designed to assist faculty in the development of online course assignments using MERLOT learning objects. The presenters will share a process for designing and evaluating assignments incorporating the MERLOT evaluation standards.;Presentation;English;Medio bassa;Other;0-30;['College General Ed'];18;20;
258;https://www.merlot.org/merlot/viewMaterial.htm?id=78857;Arts/Music/Music Appreciation;San Francisco Symphony Kid's Site;San Francisco Symphony Kids Site;No description given;Tutorial;English;Medio bassa;;0-30;['Grade School', 'Middle School'];6;14;
259;https://www.merlot.org/merlot/viewMaterial.htm?id=77704;Science and Technology/Information Technology/IT Infrastructure/Operating Systems;Apache Web Server Tutorial;Apache Web Server Tutorial;Multi-part tutorial on Apache Web Server.;Tutorial;English;Media;Website;;['College General Ed'];18;20;
260;https://www.merlot.org/merlot/viewMaterial.htm?id=79257;Social Sciences/Psychology/Biological;penfield;Probe the Brain;A simulation of bodily reactions when a particular part of the brain is stimulated via an electric probe. It mirrors the experiments of Wilder Penfield.;Simulation;English;Medio bassa;Other;0-30;['High School', 'College General Ed'];14;20;
261;https://www.merlot.org/merlot/viewMaterial.htm?id=79258;Science and Technology/Health Sciences;classifications;Abnormal Pap Smear and screening;A nice description of abnormal pap smears as well as the new classifications. Link to articles and quizes are also present.;Presentation;English;Bassa;;0-30;['College General Ed', 'Professional'];18;100;
